Stimuli_list,Participant_id,Target_word,Short Utterance,Noise,SNR,Response,Synonym_pair_id
30,5f0ebf797b54480920ff90a8,rough,i know it is a bit more vast and rough but,babble,5,i know it is a bit more vast and rough but,20
26,5af4c62c86fd9c00016645e8,dark,where things was looking a bit dark,babble,5,where things was looking a bit dark,21
27,5b663859f7798c000182b8cf,dark,where things was looking a bit dark,babble,5,worthings was looking a bit dark,21
29,5e2caf81f0143c2d7b8bbb7e,dark,where things was looking a bit dark,babble,5,where things was looking a bit dark,21
25,5e469f9ef0d398000b1f13f2,dark,where things was looking a bit dark,babble,5,where things were looking a bit dark,21
28,5ebc3b504d0cc505d779b1ef,dark,where things was looking a bit dark,babble,5,where things were looking a bit dark,21
30,5f0ebf797b54480920ff90a8,dark,where things was looking a bit dark,babble,5,warethings was looking a bit dark,21
5,5a5f7c21ac56240001543340,glum,where things was looking a bit glum,babble,5,... thinks he was looking a bit glum.,21
4,5c327a791a99ff0001559cfc,glum,where things was looking a bit glum,babble,5,where things were looking a bit glum,21
2,5cfe65a259b16b0017c7bc58,glum,where things was looking a bit glum,babble,5,where things was looking a bit glum,21
1,5ea0a1faa5e73b08860d3c89,glum,where things was looking a bit glum,babble,5,where things was looking a bit glum,21
6,5ec821a7e4cab611190a4dcc,glum,where things was looking a bit glum,babble,5,worth it was looking a bit glum,21
3,5ec8f15fce3f413ef07d6cc5,glum,where things was looking a bit glum,babble,5,where things was looking a bit glum,21
26,5af4c62c86fd9c00016645e8,club,i say club it was more of a disco,babble,5,"i say club, it was more of a disco",22
27,5b663859f7798c000182b8cf,club,i say club it was more of a disco,babble,5,i say club it was more of a disco,22
29,5e2caf81f0143c2d7b8bbb7e,club,i say club it was more of a disco,babble,5,"i say club, it was more of a disco",22
28,5ebc3b504d0cc505d779b1ef,club,i say club it was more of a disco,babble,5,i say club it was more of a disco,22
25,5e469f9ef0d398000b1f13f2,club,i say club it was more of a disco,babble,5,i say pub it was more of a disco,22
30,5f0ebf797b54480920ff90a8,club,i say club it was more of a disco,babble,5,id say to her it was much more of a disco,22
5,5a5f7c21ac56240001543340,nightclub,i say nightclub it was more of a disco,babble,5,i say nightclub; it was more of a disco.,22
2,5cfe65a259b16b0017c7bc58,nightclub,i say nightclub it was more of a disco,babble,5,"i say nightclub, it was more of a disco",22
1,5ea0a1faa5e73b08860d3c89,nightclub,i say nightclub it was more of a disco,babble,5,i say nightclub it was more of a disco,22
4,5c327a791a99ff0001559cfc,nightclub,i say nightclub it was more of a disco,babble,5,"i say nighclub, it was more of a disco",22
6,5ec821a7e4cab611190a4dcc,nightclub,i say nightclub it was more of a disco,babble,5,i say nighclub it was more of a disco,22
3,5ec8f15fce3f413ef07d6cc5,nightclub,i say nightclub it was more of a disco,babble,5,i say nighclub it was more of a disco,22
32,55d22025cc2b18000c0b9d9c,happening,well it looks like it is a common happening,babble,5,well it looks like it is a common happening,23
43,5a145bbb9b760100013a7faf,happening,well it looks like it is a common happening,babble,5,well it looks like it is a common happening,23
37,5cdd35e1ffe01a001631cd78,happening,well it looks like it is a common happening,babble,5,well it looks like it is a common happening,23
38,5d25cdc6586c2100012b3e07,happening,well it looks like it is a common happening,babble,5,well it looks like it is a common happening,23
44,5d530ab1d103e90001c68e6a,happening,well it looks like it is a common happening,babble,5,well it looks like it is a common happening,23
31,5e10d7628c657d000c1ffda8,happening,well it looks like it is a common happening,babble,5,well it looks like it's a common happening,23
5,5a5f7c21ac56240001543340,occurrence,well it looks like it is a common occurrence,babble,5,well it looks like it is a common occurrence.,23
1,5ea0a1faa5e73b08860d3c89,occurrence,well it looks like it is a common occurrence,babble,5,well it looks like it is a common occurrence,23
6,5ec821a7e4cab611190a4dcc,occurrence,well it looks like it is a common occurrence,babble,5,well it looks like it is a common occurrence,23
3,5ec8f15fce3f413ef07d6cc5,occurrence,well it looks like it is a common occurrence,babble,5,well it looks like it is a common occurrence,23
4,5c327a791a99ff0001559cfc,occurrence,well it looks like it is a common occurrence,babble,5,well it looks like it is a common occurance.,23
2,5cfe65a259b16b0017c7bc58,occurrence,well it looks like it is a common occurrence,babble,5,well it looks like it is a common occurance,23
8,55ab63cafdf99b2dcdcc1ff2,cater,and people were like cater to his every need,babble,5,and people were like cater to his every need,24
7,5b493d6e478a770001b70a88,cater,and people were like cater to his every need,babble,5,and people would like cater to his every need,24
13,5d833b0e6642ee0001bfa9cb,cater,and people were like cater to his every need,babble,5,and people would like cater to his every need,24
19,5db07d0f3b276c00161dc217,cater,and people were like cater to his every need,babble,5,and people would like cater to his every need,24
14,5b7d4bd487d85f0001ba8b6e,cater,and people were like cater to his every need,babble,5,and people catered like to his every need,24
20,5c8d4db8c6eef00001bd2510,cater,and people were like cater to his every need,babble,5,and people ... catered to his every need,24
37,5cdd35e1ffe01a001631cd78,provide,and people were like provide to his every need,babble,5,and people would provide to his every need,24
38,5d25cdc6586c2100012b3e07,provide,and people were like provide to his every need,babble,5,and people was like provide to his every need,24
31,5e10d7628c657d000c1ffda8,provide,and people were like provide to his every need,babble,5,and people would provide to his every need,24
44,5d530ab1d103e90001c68e6a,provide,and people were like provide to his every need,babble,5,and people were like providing his every need,24
32,55d22025cc2b18000c0b9d9c,provide,and people were like provide to his every need,babble,5,and people were like flying to his every need,24
43,5a145bbb9b760100013a7faf,provide,and people were like provide to his every need,babble,5,and people were like ... to his every need,24
32,55d22025cc2b18000c0b9d9c,fabric,that's not embroidery that's fabric art,babble,5,that's not embroidery that's fabric art,25
43,5a145bbb9b760100013a7faf,fabric,that's not embroidery that's fabric art,babble,5,thats not embroidery thats fabric heart,25
37,5cdd35e1ffe01a001631cd78,fabric,that's not embroidery that's fabric art,babble,5,that's not embroidery that's fabric art,25
38,5d25cdc6586c2100012b3e07,fabric,that's not embroidery that's fabric art,babble,5,thats not embroidery that fabric art,25
44,5d530ab1d103e90001c68e6a,fabric,that's not embroidery that's fabric art,babble,5,thats not embroidery thats fabric art,25
31,5e10d7628c657d000c1ffda8,fabric,that's not embroidery that's fabric art,babble,5,"that's not embriodery, that's fabric part",25
8,55ab63cafdf99b2dcdcc1ff2,textile,that's not embroidery that's textile art,babble,5,that's not embroidery that's textile art,25
7,5b493d6e478a770001b70a88,textile,that's not embroidery that's textile art,babble,5,that's not embroidery that's textile art,25
14,5b7d4bd487d85f0001ba8b6e,textile,that's not embroidery that's textile art,babble,5,that's not embroidery that's the textile aisle,25
20,5c8d4db8c6eef00001bd2510,textile,that's not embroidery that's textile art,babble,5,that's not embroidery that's textile art,25
13,5d833b0e6642ee0001bfa9cb,textile,that's not embroidery that's textile art,babble,5,that's not embroidery that's textile art,25
19,5db07d0f3b276c00161dc217,textile,that's not embroidery that's textile art,babble,5,"thats not embroidery, thats textile art",25
8,55ab63cafdf99b2dcdcc1ff2,normally,cos she does not look sad normally,babble,5,cause she does not look sad normally,26
7,5b493d6e478a770001b70a88,normally,cos she does not look sad normally,babble,5,cause she does not look sad normally,26
14,5b7d4bd487d85f0001ba8b6e,normally,cos she does not look sad normally,babble,5,cos she does not look sad normally,26
20,5c8d4db8c6eef00001bd2510,normally,cos she does not look sad normally,babble,5,because she does not look sad normally,26
13,5d833b0e6642ee0001bfa9cb,normally,cos she does not look sad normally,babble,5,gosh she does not look sad normally,26
19,5db07d0f3b276c00161dc217,normally,cos she does not look sad normally,babble,5,cause she does not look sad normally,26
32,55d22025cc2b18000c0b9d9c,usually,cos she does not look sad usually,babble,5,cause she does not look sad usually,26
43,5a145bbb9b760100013a7faf,usually,cos she does not look sad usually,babble,5,cause she does not look sad usually,26
37,5cdd35e1ffe01a001631cd78,usually,cos she does not look sad usually,babble,5,because she does not look sad usually,26
38,5d25cdc6586c2100012b3e07,usually,cos she does not look sad usually,babble,5,cos she does not look sad usually,26
44,5d530ab1d103e90001c68e6a,usually,cos she does not look sad usually,babble,5,she does not look sad usually,26
31,5e10d7628c657d000c1ffda8,usually,cos she does not look sad usually,babble,5,coz she does not look sad usually,26
32,55d22025cc2b18000c0b9d9c,cloth,that's not embroidery that's cloth art,babble,5,that's not embroidery that's cloth art,27
43,5a145bbb9b760100013a7faf,cloth,that's not embroidery that's cloth art,babble,5,thats not embroidery thats cloth art,27
37,5cdd35e1ffe01a001631cd78,cloth,that's not embroidery that's cloth art,babble,5,that's not embroidery that's cloth art,27
38,5d25cdc6586c2100012b3e07,cloth,that's not embroidery that's cloth art,babble,5,thats not embroidery thats cloth art,27
44,5d530ab1d103e90001c68e6a,cloth,that's not embroidery that's cloth art,babble,5,thats not embroidery thats cloth art,27
31,5e10d7628c657d000c1ffda8,cloth,that's not embroidery that's cloth art,babble,5,that's not embriodery that's cloth art,27
8,55ab63cafdf99b2dcdcc1ff2,textile,that's not embroidery that's textile art,babble,5,that's not embroidery that's textile art,27
7,5b493d6e478a770001b70a88,textile,that's not embroidery that's textile art,babble,5,that's not embroidery that's textile art,27
14,5b7d4bd487d85f0001ba8b6e,textile,that's not embroidery that's textile art,babble,5,that's not embroidery that's the textile aisle,27
20,5c8d4db8c6eef00001bd2510,textile,that's not embroidery that's textile art,babble,5,that's not embroidery that's textile art,27
13,5d833b0e6642ee0001bfa9cb,textile,that's not embroidery that's textile art,babble,5,that's not embroidery that's textile art,27
19,5db07d0f3b276c00161dc217,textile,that's not embroidery that's textile art,babble,5,"thats not embroidery, thats textile art",27
32,55d22025cc2b18000c0b9d9c,gasoline,morrisons gasoline has gone up again has not it ?,babble,5,morrisons gasoline has gone up again has not it,28
43,5a145bbb9b760100013a7faf,gasoline,morrisons gasoline has gone up again has not it ?,babble,5,morrison's gasoline has gone up again has not it.,28
37,5cdd35e1ffe01a001631cd78,gasoline,morrisons gasoline has gone up again has not it ?,babble,5,morrisons gasoline has gone up again has not it,28
38,5d25cdc6586c2100012b3e07,gasoline,morrisons gasoline has gone up again has not it ?,babble,5,morrisons gasoline has gone up again has not it,28
44,5d530ab1d103e90001c68e6a,gasoline,morrisons gasoline has gone up again has not it ?,babble,5,morrisons gassoline has gone up again has not it,28
31,5e10d7628c657d000c1ffda8,gasoline,morrisons gasoline has gone up again has not it ?,babble,5,(...) has gone up hasn't it?,28
8,55ab63cafdf99b2dcdcc1ff2,petrol,morrisons petrol has gone up again has not it ?,babble,5,morrisons petrol has gone up again has not it,28
7,5b493d6e478a770001b70a88,petrol,morrisons petrol has gone up again has not it ?,babble,5,morrisons petrol has gone up again has not it,28
14,5b7d4bd487d85f0001ba8b6e,petrol,morrisons petrol has gone up again has not it ?,babble,5,morrisons petrol has gone up again has it not it,28
20,5c8d4db8c6eef00001bd2510,petrol,morrisons petrol has gone up again has not it ?,babble,5,morrisons petrol has gone up again has not it,28
